build,chr,posstart,posend,strand,gene
38,12,25562227,25562379,-1,RP11-318G8.1
37,12,25562227,25562379,-1,RP11-318G8.1
37,12,25562241,25801513,-1,IFLTD1
38,12,25562241,25801513,-1,IFLTD1
37,12,25588515,25589172,-1,RP11-318G8.2
38,12,25588515,25589172,-1,RP11-318G8.2
38,12,25593809,25593986,-1,RP11-318G8.3
37,12,25593809,25593986,-1,TUBB4BP1
37,12,25738928,25745862,-1,RP11-685B13.2
38,12,25738928,25745862,-1,RP11-685B13.2
38,12,25932221,25932503,-1,7SK
37,12,25932221,25932503,-1,RN7SKP262
37,12,25935640,25967105,-1,RP11-443N24.2
38,12,25935640,25967105,-1,RP11-443N24.2
38,12,25956137,25957460,1,RP11-443N24.1
37,12,25956137,25957460,1,RP11-443N24.1
37,12,25984350,25987116,-1,RP11-443N24.3
38,12,25984350,25987116,-1,RP11-443N24.3
38,12,26035888,26038788,-1,RP11-443N24.4
37,12,26035888,26038788,-1,RP11-443N24.4
37,12,26092262,26112698,-1,RASSF8-AS1
38,12,26092262,26112698,-1,RP11-877E17.2
37,12,26111962,26232825,1,RASSF8
38,12,26111962,26232825,1,RASSF8
38,12,26272959,26278060,-1,BHLHE41
37,12,26272959,26278060,-1,BHLHE41
37,12,26274924,26452223,1,SSPN
38,12,26274924,26452223,1,SSPN
37,12,26278088,26279550,-1,RP11-283G6.3
38,12,26278088,26279550,-1,RP11-283G6.3
38,12,26364097,26488789,-1,RP11-283G6.4
37,12,26364097,26488789,-1,RP11-283G6.4
37,12,26383752,26472653,-1,RP11-283G6.5
38,12,26383752,26472653,-1,RP11-283G6.5
38,12,26468648,26470746,1,RP11-612B6.1
37,12,26468648,26470746,1,RP11-612B6.1
37,12,26471886,26574395,1,RP11-513G19.1
38,12,26471886,26574395,1,RP11-513G19.1
38,12,26488797,26489883,-1,RP11-612B6.2
37,12,26488797,26489883,-1,RP11-612B6.2
38,12,26490342,26986131,-1,ITPR2
37,12,26490342,26986131,-1,ITPR2
38,12,26526531,26526666,-1,RNA5SP354
37,12,26526531,26526666,-1,RNA5SP354
37,12,26776302,26802412,1,RP11-666F17.1
38,12,26776302,26802412,1,RP11-666F17.1
38,12,26953776,26954235,1,RP11-666F17.2
37,12,26953776,26954235,1,RP11-666F17.2
37,12,27058114,27091259,-1,ASUN
38,12,27058114,27091259,-1,ASUN
38,12,27091316,27119583,1,FGFR1OP2
37,12,27091316,27119583,1,FGFR1OP2
37,12,27124519,27132515,1,RP11-421F16.3
38,12,27124519,27132515,1,RP11-421F16.3
37,12,27126128,27167367,-1,TM7SF3
38,12,27126128,27167367,-1,TM7SF3
38,12,27138867,27138918,-1,AC024896.1
37,12,27138867,27138918,-1,AC024896.1
38,12,27175479,27219276,1,MED21
37,12,27175479,27219276,1,MED21
38,12,27233991,27235447,-1,C12orf71
37,12,27233991,27235447,-1,C12orf71
37,12,27246856,27247156,-1,RP11-582E3.5
37,12,27258084,27314326,-1,RP11-582E3.2
38,12,27258084,27314326,-1,RP11-582E3.2
38,12,27274843,27300597,1,RP11-582E3.4
37,12,27274843,27300597,1,RP11-582E3.4
37,12,27396901,27478892,1,STK38L
38,12,27396901,27478892,1,STK38L
38,12,27485787,27576241,1,ARNTL2
37,12,27485787,27576241,1,ARNTL2
38,12,27542722,27599558,-1,RP11-165P7.1
37,12,27542722,27599558,-1,RP11-165P7.1
37,12,27619743,27655118,1,SMCO2
38,12,27619743,27655118,1,C12orf70
37,12,27649870,27651522,1,RP13-200J3.2
38,12,27649870,27651522,1,RP13-200J3.2
38,12,27676364,27848497,1,PPFIBP1
37,12,27676364,27848497,1,PPFIBP1
38,12,27699983,27705706,-1,RP11-709A23.1
37,12,27699983,27705706,-1,RP11-709A23.1
37,12,27745394,27746972,-1,RP11-709A23.2
38,12,27745394,27746972,-1,RP11-709A23.2
38,12,27761666,27761979,-1,RP11-1060J15.3
37,12,27761666,27761979,-1,RP11-1060J15.3
37,12,27849321,27863703,-1,RP11-1060J15.4
38,12,27849321,27863703,-1,RP11-1060J15.4
38,12,27849428,27850566,1,REP15
37,12,27849428,27850566,1,REP15
38,12,27855271,27855839,1,RP11-1060J15.5
37,12,27855271,27855839,1,RP11-1060J15.5
37,12,27857501,27861296,1,RP11-1060J15.7
38,12,27857501,27861296,1,RP11-1060J15.7
37,12,27863706,27909228,1,MRPS35
38,12,27863706,27909228,1,MRPS35
38,12,27905807,27905919,1,Y_RNA
37,12,27905807,27905919,1,Y_RNA
37,12,27915671,27924209,-1,MANSC4
38,12,27915671,27924209,-1,MANSC4
38,12,27932754,27934000,-1,RP11-860B13.1
37,12,27932754,27934000,-1,RP11-860B13.1
38,12,27932953,27955973,1,KLHDC5
37,12,27932953,27955973,1,KLHL42
37,12,27951574,27953641,-1,RP11-860B13.3
38,12,27951574,27953641,-1,RP11-860B13.3
38,12,27959015,27959323,-1,7SK
37,12,27959015,27959323,-1,RN7SKP15
37,12,28088456,28088682,-1,RP11-993B23.1
38,12,28088456,28088682,-1,RP11-993B23.1
37,12,28111017,28125638,-1,PTHLH
38,12,28111017,28125638,-1,PTHLH
37,12,28111450,28122746,1,RP11-993B23.3
38,12,28111450,28122746,1,RP11-993B23.3
38,12,28286182,28732883,1,CCDC91
37,12,28286182,28732883,1,CCDC91
38,12,28316231,28343299,-1,RP11-967K21.1
37,12,28316231,28343299,-1,RP11-967K21.1
37,12,28317891,28318595,1,RP11-967K21.2
38,12,28317891,28318595,1,RP11-967K21.2
38,12,28472268,28472396,-1,U4
37,12,28472268,28472396,-1,RNU4-54P
37,12,28658327,28658461,1,RNA5SP355
38,12,28658327,28658461,1,RNA5SP355
38,12,28717611,28718074,-1,RP11-874G11.1
37,12,28717611,28718074,-1,RP11-874G11.1
37,12,28974908,28978764,-1,RP11-977P2.1
38,12,28974908,28978764,-1,RP11-977P2.1
38,12,29273716,29273815,-1,AC012150.1
37,12,29273716,29273815,-1,AC012150.1
37,12,29296129,29301608,-1,RP11-946L16.1
38,12,29296129,29301608,-1,RP11-946L16.1
37,12,29302036,29493913,1,FAR2
38,12,29302036,29493913,1,FAR2
37,12,29433351,29470781,-1,RP11-996F15.2
38,12,29433351,29470781,-1,RP11-996F15.2
38,12,29490285,29534122,-1,ERGIC2
37,12,29490285,29534122,-1,ERGIC2
38,12,29542227,29640421,1,RP11-677C1.2
37,12,29542227,29640421,1,OVCH1-AS1
38,12,29565407,29650619,-1,OVCH1
37,12,29565407,29650619,-1,OVCH1
38,12,29653773,29937692,-1,TMTC1
37,12,29653773,29937692,-1,TMTC1
38,12,29672664,29682907,1,RP11-310I24.1
37,12,29672664,29682907,1,RP11-310I24.1
37,12,29811309,29811731,-1,RP11-1110J8.1
38,12,29811312,29811731,-1,RP11-1110J8.1
38,12,30052836,30052940,1,U3
37,12,30052836,30052940,1,U3
37,12,30353916,30370849,1,RP11-776A13.1
38,12,30353916,30370849,1,RP11-776A13.1
38,12,30383712,30449640,-1,RP11-776A13.3
37,12,30383712,30449640,-1,RP11-776A13.3
37,12,30459364,30459457,-1,RNA5SP356
38,12,30459364,30459457,-1,RNA5SP356
38,12,30473767,30474550,1,RP11-155I9.1
37,12,30473767,30474550,1,RP11-155I9.1
37,12,30607852,30645235,1,RP11-776A13.2
38,12,30607852,30645235,1,RP11-776A13.2
37,12,30781922,30848920,-1,IPO8
38,12,30781922,30848920,-1,IPO8
38,12,30862486,30907885,-1,CAPRIN2
37,12,30862486,30907885,-1,CAPRIN2
38,12,30908008,30933673,1,RP11-77I22.2
37,12,30908008,30933673,1,RP11-77I22.2
37,12,30947977,30955645,1,LINC00941
38,12,30947977,30955645,1,RP11-77I22.3
38,12,31014855,31015113,1,RP11-77I22.4
37,12,31014855,31015113,1,RP11-77I22.4
37,12,31079362,31149534,1,TSPAN11
38,12,31079362,31149534,1,TSPAN11
37,12,31149973,31158938,-1,RP11-551L14.4
38,12,31149973,31158938,-1,RP11-551L14.4
38,12,31165437,31168601,1,RP11-551L14.6
37,12,31165437,31168601,1,RP11-551L14.6
37,12,31173697,31226781,-1,DDX11-AS1
38,12,31173697,31226781,-1,DDX11-AS1
38,12,31226779,31257725,1,DDX11
37,12,31226779,31257725,1,DDX11
38,12,31229801,31229950,-1,SNORA75
37,12,31229801,31229950,-1,SNORA75
37,12,31258039,31259764,-1,RP11-551L14.7
38,12,31264586,31359088,-1,RP11-551L14.1
37,12,31264586,31359088,-1,RP11-551L14.1
37,12,31397374,31397619,1,RP11-627K11.5
37,12,31404926,31405531,-1,RP11-627K11.1
38,12,31404926,31405531,-1,RP11-627K11.1
37,12,31407295,31407379,-1,RP11-627K11.4
38,12,31433518,31479992,-1,FAM60A
37,12,31433518,31479992,-1,FAM60A
38,12,31456651,31456750,1,snoU13
37,12,31456651,31456750,1,snoU13
37,12,31464551,31464963,1,RP11-627K11.3
38,12,31464551,31464963,1,RP11-627K11.3
38,12,31477250,31478879,1,AC024940.1
37,12,31477250,31478879,1,AC024940.1
38,12,31516415,31522235,-1,RP11-771K4.1
37,12,31516415,31522235,-1,RP11-771K4.1
37,12,31519222,31519300,1,RNU6-318P
38,12,31519222,31519300,1,U6
37,12,31535157,31744031,-1,DENND5B
38,12,31535157,31744031,-1,DENND5B
38,12,31549324,31549435,1,U6
37,12,31549324,31549435,1,RNU6-618P
37,12,31603104,31603207,1,snoU13
38,12,31603104,31603207,1,snoU13
37,12,31617996,31618776,1,RP11-820K3.3
38,12,31617996,31618776,1,RP11-820K3.3
38,12,31630440,31630921,1,RP11-820K3.4
37,12,31630440,31630921,1,RP11-820K3.4
37,12,31659237,31659338,-1,Y_RNA
38,12,31659237,31659338,-1,Y_RNA
37,12,31687649,31688181,-1,RP11-820K3.2
38,12,31687649,31688181,-1,RP11-820K3.2
38,12,31742857,31768600,1,DENND5B-AS1
37,12,31742857,31768600,1,DENND5B-AS1
37,12,31747027,31747140,-1,RNU5F-4P
38,12,31747027,31747140,-1,RNU5F-4P
37,12,31750048,31750343,-1,RPL31P50
38,12,31750051,31750343,-1,RPL31P50
38,12,31768702,31769373,-1,AK4P3
37,12,31768702,31769373,-1,AK4P3
38,12,31800094,31826048,1,METTL20
37,12,31800094,31826048,1,METTL20
37,12,31824071,31882108,-1,AMN1
38,12,31824071,31882108,-1,AMN1
38,12,31866684,31866782,1,AC023157.1
37,12,31866684,31866782,1,AC023157.1
38,12,31868273,31868715,-1,STMN1P1
38,12,31901034,31901174,-1,RP11-467L13.4
37,12,31901034,31901174,-1,RP11-467L13.4
37,12,31907651,31908055,1,RP11-467L13.5
38,12,31907651,31908055,1,RP11-467L13.5
38,12,31944123,31945175,-1,H3F3C
37,12,31944123,31945175,-1,H3F3C
38,12,31955892,31956024,-1,U6
37,12,31955892,31956024,-1,RNU6-1069P
37,12,31964022,31964124,1,SNORA25
38,12,31964022,31964124,1,SNORA25
38,12,32005955,32006341,-1,RP11-428G5.4
37,12,32005955,32006341,-1,RP11-428G5.4
37,12,32030013,32040137,-1,RP11-428G5.5
38,12,32030013,32040137,-1,RP11-428G5.5
38,12,32046304,32046636,1,RP11-428G5.6
37,12,32046304,32046636,1,RP11-428G5.6
37,12,32050754,32051057,1,RP11-428G5.1
38,12,32050754,32051042,1,RP11-428G5.1
38,12,32068570,32068641,-1,AC023050.1
37,12,32068570,32068641,-1,AC023050.1
37,12,32101268,32101761,1,RP11-428G5.2
38,12,32101268,32101761,1,RP11-428G5.2
38,12,32106823,32108202,1,RP11-428G5.7
37,12,32106823,32108202,1,RP11-428G5.7
37,12,32112304,32146039,1,KIAA1551
38,12,32112304,32146039,1,KIAA1551
38,12,32160061,32160369,1,RP11-50I19.1
37,12,32160061,32160369,1,RP11-50I19.1
37,12,32225668,32225814,1,RP11-843B15.1
38,12,32225668,32225814,1,RP11-843B15.1
37,12,32253419,32253669,-1,RP11-843B15.3
37,12,32257051,32260462,-1,RP11-843B15.2
38,12,32257051,32260462,-1,RP11-843B15.2
38,12,32259769,32536567,1,BICD1
37,12,32259769,32536567,1,BICD1
38,12,32380344,32381088,-1,RP11-956A19.1
37,12,32380344,32381088,-1,RP11-956A19.1
37,12,32548984,32549081,-1,Y_RNA
38,12,32548984,32549081,-1,Y_RNA
38,12,32552463,32798984,1,FGD4
37,12,32552463,32798984,1,FGD4
38,12,32630316,32630405,-1,U6
37,12,32630316,32630405,-1,RNU6-494P
37,12,32832134,32898486,1,DNM1L
38,12,32832134,32898486,1,DNM1L
37,12,32845438,32845782,-1,RP11-278C7.2
38,12,32845438,32845782,-1,RP11-278C7.2
38,12,32858337,32858440,-1,Y_RNA
37,12,32858337,32858440,-1,Y_RNA
37,12,32879317,32880321,-1,RP11-278C7.1
38,12,32879317,32880321,-1,RP11-278C7.1
38,12,32880424,32908836,-1,YARS2
37,12,32880424,32908836,-1,YARS2
38,12,32943679,33049774,-1,PKP2
37,12,32943679,33049774,-1,PKP2
37,12,33016052,33016367,1,RP11-8P13.1
38,12,33016052,33016367,1,RP11-8P13.1
38,12,33138772,33140004,1,RP11-267D19.2
37,12,33138772,33140004,1,RP11-267D19.2
37,12,33141697,33146688,1,RP11-267D19.1
38,12,33141697,33146688,1,RP11-267D19.1
38,12,33194659,33194755,-1,AC026357.1
37,12,33194659,33194755,-1,AC026357.1
37,12,33515518,33515590,-1,SNORD112
38,12,33515518,33515590,-1,SNORD112
37,12,33527173,33592754,-1,SYT10
38,12,33527173,33592754,-1,SYT10
38,12,33557810,33558831,-1,RP11-438D14.2
37,12,33557810,33558831,-1,RP11-438D14.2
37,12,33565465,33565546,-1,AC023158.1
38,12,33565465,33565546,-1,AC023158.1
37,12,33607280,33608387,1,RP11-56H16.1
38,12,33607280,33608387,1,RP11-56H16.1
38,12,33729030,33729135,1,U6
37,12,33729030,33729135,1,RNU6-400P
37,12,33870788,33871152,1,RP13-359K18.1
37,12,34076309,34076415,-1,RNU6-472P
38,12,34076309,34076415,-1,U6
38,12,34135400,34135501,-1,Y_RNA
37,12,34135400,34135501,-1,Y_RNA
37,12,34175216,34199352,-1,RP11-847H18.2
38,12,34175216,34199352,-1,RP11-847H18.2
38,12,34175216,34182629,1,ALG10
37,12,34175216,34182629,1,ALG10
38,12,34180203,34180297,-1,AC046130.1
37,12,34180203,34180297,-1,AC046130.1
37,12,34190373,34209675,1,RP11-847H18.3
38,12,34190373,34209675,1,RP11-847H18.3
38,12,34302774,34315173,1,RP11-313F23.3
37,12,34302774,34315173,1,RP11-313F23.3
37,12,34315397,34315903,1,RP11-313F23.2
38,12,34315397,34315903,1,RP11-313F23.2
38,12,34317708,34319889,-1,RP11-313F23.1
37,12,34317708,34319889,-1,TUBB8P4
37,12,34343972,34371788,-1,RP11-313F23.4
38,12,34343972,34371788,-1,RP11-313F23.4
38,12,34358634,34358752,1,RNA5SP357
37,12,34358634,34358752,1,5S_rRNA
37,12,34361350,34362610,-1,RP11-313F23.5
38,12,34362141,34362612,-1,RP11-313F23.5
38,12,34402416,34402893,1,RP13-7D7.1
37,12,34402416,34402893,1,RP13-7D7.1
37,12,37935814,37936188,-1,RP11-125N22.4
38,12,37935814,37936188,-1,RP11-125N22.4
38,12,37938087,37938386,-1,RP11-125N22.3
37,12,37938087,37938386,-1,RP11-125N22.3
37,12,37938409,37938600,1,RP11-125N22.1
38,12,37938409,37938600,1,RP11-125N22.1
38,12,37969251,37970186,1,RP11-125N22.2
37,12,37969251,37970186,1,RP11-125N22.2
37,12,38472331,38472801,-1,RP11-297L6.2
38,12,38472331,38472801,-1,RP11-297L6.2
38,12,38475848,38477884,1,RP11-297L6.1
37,12,38475848,38477884,1,RP11-297L6.1
37,12,38555268,38555384,-1,RNA5SP358
38,12,38555268,38555384,-1,RNA5SP358
38,12,38557205,38557317,-1,RNA5SP359
37,12,38557205,38557317,-1,RNA5SP359
37,12,38595368,38597594,1,TUBB8P5
38,12,38595368,38597594,1,RP11-266O15.2
38,12,38599188,38599814,-1,RP11-266O15.4
37,12,38599188,38599814,-1,RP11-266O15.4
37,12,38600033,38600994,-1,RP11-266O15.3
38,12,38600033,38600994,-1,RP11-266O15.3
37,12,38668250,38668351,-1,Y_RNA
38,12,38668250,38668351,-1,Y_RNA
38,12,38710380,38717784,1,ALG10B
37,12,38710380,38717784,1,ALG10B
38,12,38715368,38715462,-1,AC117372.1
37,12,38715368,38715462,-1,AC117372.1
37,12,38866646,38866722,1,AC087897.1
38,12,38866646,38866722,1,AC087897.1
38,12,38926697,38926852,-1,RP11-804F13.2
37,12,38926697,38926852,-1,RP11-804F13.2
37,12,38937979,38983614,-1,RP11-804F13.1
38,12,38937979,38983614,-1,RP11-804F13.1
37,12,39040624,39301232,-1,CPNE8
38,12,39040624,39301232,-1,CPNE8
37,12,39300253,39303394,1,RP11-396F22.1
38,12,39300253,39303394,1,RP11-396F22.1
38,12,39307042,39307128,-1,AC067735.1
37,12,39307042,39307128,-1,AC067735.1
37,12,39388605,39390684,-1,RP11-554L12.3
38,12,39388605,39390684,-1,RP11-554L12.3
38,12,39451830,39453735,-1,RP11-554L12.2
37,12,39451830,39453735,-1,RP11-554L12.2
37,12,39481515,39486676,-1,RP11-554L12.1
38,12,39481515,39486676,-1,RP11-554L12.1
37,12,39564448,39564682,1,RP11-421H10.2
38,12,39687030,39837192,-1,KIF21A
37,12,39687030,39837192,-1,KIF21A
38,12,39836850,39836918,-1,AC121334.1
37,12,39836850,39836918,-1,AC121334.1
37,12,39860244,39861147,-1,RP11-242C24.2
38,12,39860244,39861147,-1,RP11-242C24.2
37,12,39933383,39933653,-1,RP11-242C24.3
37,12,39943835,40013553,-1,ABCD2
38,12,39943835,40013553,-1,ABCD2
38,12,40019969,40302102,1,C12orf40
37,12,40019969,40302102,1,C12orf40
37,12,40148823,40499891,-1,SLC2A13
38,12,40148823,40499891,-1,SLC2A13
38,12,40200897,40200976,-1,AC121336.1
37,12,40200897,40200976,-1,AC121336.1
38,12,40213552,40213685,-1,SNORA22
37,12,40213552,40213685,-1,SNORA22
38,12,40223927,40229562,-1,AC121336.2
37,12,40462045,40462392,-1,RPL30P13
38,12,40462047,40462392,-1,RPL30P13
38,12,40534728,40536678,-1,RP11-476D10.1
37,12,40534728,40536678,-1,RP11-476D10.1
37,12,40550041,40561509,1,AC079630.2
38,12,40550041,40561509,1,AC079630.2
38,12,40579811,40617605,-1,AC079630.4
37,12,40579811,40617605,-1,AC079630.4
37,12,40590546,40763087,1,LRRK2
38,12,40590546,40763087,1,LRRK2
37,12,40680091,40680464,1,AC084290.2
38,12,40680091,40680464,1,AC084290.2
38,12,40787197,40964632,1,MUC19
37,12,40787197,40964632,1,MUC19
37,12,40789655,40837649,-1,RP11-115F18.1
38,12,40789655,40837649,-1,RP11-115F18.1
37,12,40947963,40948069,-1,RNU6-713P
38,12,40947963,40948069,-1,U6
38,12,41086244,41465772,1,CNTN1
37,12,41086244,41466220,1,CNTN1
38,12,41122613,41123699,1,RP11-367O10.1
37,12,41122613,41123699,1,RP11-367O10.1
38,12,41582250,41968392,1,PDZRN4
37,12,41582250,41968392,1,PDZRN4
37,12,41803269,41867312,-1,RP11-413B19.2
38,12,41803269,41867312,-1,RP11-413B19.2
38,12,42052478,42052595,1,RNA5SP360
37,12,42052478,42052595,1,RNA5SP360
37,12,42092297,42092984,-1,MTND2P17
38,12,42092297,42092984,-1,RP11-579C11.2
38,12,42093193,42094053,-1,RP11-579C11.1
37,12,42093193,42094053,-1,MTND1P24
37,12,42157991,42159383,1,RP11-630C16.1
38,12,42157991,42159383,1,RP11-630C16.1
38,12,42223700,42326394,-1,RP11-630C16.2
37,12,42223700,42326394,-1,RP11-630C16.2
37,12,42305058,42306014,1,RP11-2A1.1
38,12,42305058,42306014,1,RP11-2A1.1
37,12,42463737,42464427,-1,RP11-440G2.2
37,12,42473563,42473684,1,AC023513.1
38,12,42473563,42473684,1,AC023513.1
37,12,42475647,42538681,-1,GXYLT1
38,12,42475647,42538681,-1,GXYLT1
38,12,42550906,42632151,-1,YAF2
37,12,42550906,42632151,-1,YAF2
37,12,42624050,42628075,1,AC020629.1
38,12,42632249,42853517,1,PPHLN1
37,12,42632249,42853517,1,PPHLN1
38,12,42636017,42636316,1,Metazoa_SRP
37,12,42636017,42636316,1,RN7SL10P
37,12,42680713,42682362,1,RP11-76E16.2
38,12,42680713,42682362,1,RP11-76E16.2
37,12,42705880,42719920,-1,ZCRB1
38,12,42705880,42719920,-1,ZCRB1
38,12,42740863,42741016,-1,SNORA74
37,12,42740863,42741016,-1,SNORA74
37,12,42792352,42792453,1,RNU6-249P
38,12,42792352,42792453,1,U6
37,12,42825467,42827159,-1,RP11-328C8.2
38,12,42825467,42827159,-1,RP11-328C8.2
38,12,42848522,42848623,1,Y_RNA
37,12,42848522,42848623,1,Y_RNA
38,12,42852140,42984157,-1,PRICKLE1
37,12,42852140,42984157,-1,PRICKLE1
38,12,42853168,42859930,1,RP11-328C8.4
37,12,42853168,42859930,1,RP11-328C8.4
37,12,42879155,42883821,-1,RP11-328C8.5
38,12,42879155,42883821,-1,RP11-328C8.5
38,12,43009305,43040300,-1,RP11-609L23.1
37,12,43009305,43040300,-1,RP11-609L23.1
37,12,43020810,43020939,-1,RP11-609L23.3
38,12,43020810,43020939,-1,RP11-609L23.3
38,12,43030617,43030913,-1,RP11-609L23.2
37,12,43030617,43030913,-1,RP11-609L23.2
37,12,43040385,43080503,1,RP11-25I15.2
38,12,43040385,43080503,1,RP11-25I15.2
38,12,43072675,43072926,-1,RP11-25I15.1
37,12,43072675,43072926,-1,RP11-25I15.1
37,12,43086018,43110653,1,RP11-25I15.3
38,12,43086018,43110653,1,RP11-25I15.3
37,12,43323651,43324382,-1,RP11-510P12.1
37,12,43359925,43361156,1,RP11-547C5.1
38,12,43359925,43361156,1,RP11-547C5.1
38,12,43373057,43390289,-1,RP11-547C5.2
37,12,43373057,43390289,-1,RP11-547C5.2
37,12,43447892,43448189,-1,MRPS36P5
38,12,43447892,43448189,-1,MRPS36P5
38,12,43549118,43556913,1,RP11-118A3.1
37,12,43549118,43556913,1,RP11-118A3.1
37,12,43685298,43685383,-1,AC079603.1
38,12,43685298,43685383,-1,AC079603.1
37,12,43747669,43945724,-1,ADAMTS20
38,12,43747669,43945724,-1,ADAMTS20
37,12,43954587,43955100,-1,RP11-73B8.1
38,12,43954641,43955100,-1,RP11-73B8.1
37,12,43963572,43965841,-1,RP11-73B8.2
38,12,43963578,43965843,-1,RP11-73B8.2
37,12,44026896,44027084,1,RP11-73B8.3
37,12,44053630,44054904,1,EEF1A1P17
38,12,44053673,44054897,1,EEF1A1P17
38,12,44112796,44117803,-1,RP11-350F4.2
37,12,44112796,44117803,-1,RP11-350F4.2
38,12,44122410,44152620,-1,PUS7L
37,12,44122410,44152620,-1,PUS7L
37,12,44130431,44134870,1,RP11-210N13.1
38,12,44130431,44134870,1,RP11-210N13.1
38,12,44152747,44183346,1,IRAK4
37,12,44152747,44183346,1,IRAK4
37,12,44187526,44200178,-1,TWF1
38,12,44187526,44200178,-1,TWF1
38,12,44229770,44783545,1,TMEM117
37,12,44229770,44783545,1,TMEM117
38,12,44402423,44403946,-1,RP11-624G19.1
37,12,44402423,44403946,-1,RP11-624G19.1
37,12,44638177,44657765,-1,RP11-46I1.1
38,12,44638177,44657765,-1,RP11-46I1.1
38,12,44642215,44642787,-1,RP11-46I1.2
37,12,44642215,44642787,-1,RP11-46I1.2
37,12,44902058,45315631,-1,NELL2
38,12,44902058,45315631,-1,NELL2
38,12,45274651,45274752,-1,Y_RNA
37,12,45274651,45274752,-1,Y_RNA
38,12,45408455,45444882,-1,DBX2
37,12,45408455,45444882,-1,DBX2
37,12,45444684,45496890,1,RP11-478B9.1
38,12,45444684,45496890,1,RP11-478B9.1
38,12,45457256,45459134,-1,RP11-478B9.3
37,12,45457256,45459134,-1,RP11-478B9.3
37,12,45465552,45466626,1,RP11-478B9.2
38,12,45465552,45466626,1,RP11-478B9.2
37,12,45511554,45511671,1,RNA5SP361
38,12,45511554,45511671,1,RNA5SP361
37,12,45566847,45609824,-1,PLEKHA8P1
38,12,45566847,45609824,-1,PLEKHA8P1
38,12,45594600,45595335,1,RP11-139E19.2
37,12,45594600,45595334,1,RP11-139E19.2
37,12,45609770,45834187,1,ANO6
38,12,45609770,45834187,1,ANO6
37,12,45838549,45839221,1,RP11-438E8.2
38,12,45838579,45839218,1,RP11-438E8.2
37,12,45875654,46004403,-1,RP11-352M15.1
38,12,45912101,46004403,-1,RP11-352M15.1
38,12,45948373,45948442,-1,U6
37,12,45948373,45948442,-1,RNU6-671P
37,12,46119510,46121558,-1,LINC00938
38,12,46123448,46301823,1,ARID2
37,12,46123448,46301823,1,ARID2
38,12,46267812,46268111,1,Metazoa_SRP
37,12,46267812,46268111,1,RN7SL246P
37,12,46274733,46276049,-1,KNOP1P2
37,12,46312914,46385903,-1,SCAF11
38,12,46312914,46385903,-1,SCAF11
38,12,46397821,46398468,-1,RP11-101K23.1
37,12,46397821,46398468,-1,RP11-101K23.1
37,12,46576846,46663800,-1,SLC38A1
38,12,46581584,46663800,-1,SLC38A1
38,12,46751972,46766650,-1,SLC38A2
37,12,46751972,46766650,-1,SLC38A2
37,12,46765246,46767561,1,RP11-474P2.2
38,12,46765246,46767561,1,RP11-474P2.2
38,12,46777462,46850051,1,RP11-96H19.1
37,12,46777462,46850051,1,RP11-96H19.1
37,12,46778016,46780774,-1,RP11-474P2.4
38,12,46778016,46780774,-1,RP11-474P2.4
37,12,46931285,47046333,1,RP11-446N19.1
37,12,46986356,46987088,1,OR7A19P
37,12,47075854,47076496,-1,RP11-66E20.2
37,12,47158546,47226191,-1,SLC38A4
38,12,47158546,47226191,-1,SLC38A4
38,12,47469490,47473734,-1,AMIGO2
37,12,47469490,47473734,-1,AMIGO2
37,12,47473386,47630443,1,PCED1B
38,12,47473386,47630443,1,PCED1B
37,12,47529281,47532153,-1,RP11-23J18.1
38,12,47529281,47532153,-1,RP11-23J18.1
38,12,47581595,47581674,1,MIR4698
37,12,47581595,47581674,1,MIR4698
37,12,47599681,47610239,-1,PCED1B-AS1
38,12,47599681,47610239,-1,PCED1B-AS1
38,12,47631517,47672804,-1,RP11-493L12.3
37,12,47631517,47672804,-1,RP11-493L12.3
37,12,47641907,47651322,1,RP11-493L12.4
38,12,47641907,47651322,1,RP11-493L12.4
38,12,47735397,47735872,-1,RP11-493L12.6
37,12,47735397,47735872,-1,RP11-493L12.6
38,12,47739949,47740080,-1,SNORA64
37,12,47739949,47740080,-1,SNORA64
38,12,47747537,47763718,1,RP11-493L12.5
37,12,47747537,47763718,1,RP11-493L12.5
37,12,47757969,47758052,-1,MIR4494
38,12,47757969,47758052,-1,MIR4494
37,12,47808791,47813962,1,RP1-90J4.1
38,12,47808791,47813962,1,RP1-90J4.1
38,12,47856870,47857404,1,RP1-90J4.2
37,12,47856870,47857404,1,RP1-90J4.2
37,12,47878472,47879505,1,RP1-90J4.3
38,12,47878472,47879505,1,RP1-90J4.3
38,12,47986991,47987223,1,RP3-432I18.1
37,12,47986991,47987223,1,RP3-432I18.1
37,12,48057070,48099844,-1,RPAP3
38,12,48057070,48099844,-1,RPAP3
37,12,48099868,48136077,1,RP1-197B17.3
38,12,48099868,48136077,1,RP1-197B17.3
38,12,48103517,48119350,-1,ENDOU
37,12,48103517,48119350,-1,ENDOU
37,12,48128455,48164823,-1,RAPGEF3
38,12,48128455,48164823,-1,RAPGEF3
38,12,48147699,48176536,1,SLC48A1
37,12,48147699,48176536,1,SLC48A1
38,12,48176505,48226915,-1,HDAC7
37,12,48176505,48226915,-1,HDAC7
37,12,48178706,48179787,1,AC004466.1
37,12,48220637,48231681,1,RP5-1057I20.2
38,12,48220637,48231681,1,RP5-1057I20.2
37,12,48235320,48336831,-1,VDR
38,12,48235320,48336831,-1,VDR
